number,status,codeshareStatus,isCargo,scheduled_utc,revised_utc,gate,dest_iata,dest_name,dest_country,airline_name,airline_iata,aircraft_model,delay_min,is_outlier,dep_hour,dep_dow,dep_month,is_weekend,route,route_avg_delay,aircraft_family
SAZ 65,Departed,IsOperator,False,2025-10-09 09:07:00+00:00,2025-10-09 09:07:00+00:00,Unknown,Unknown,Unknown,Unknown,SAZ,Unknown,Bombardier Challenger 600,0.0,False,9,3,10,0,Unknown,1.31237721021611,Other
GAC 131,Departed,IsOperator,False,2025-10-09 09:00:00+00:00,2025-10-09 09:10:00+00:00,Unknown,VCE,Venice,it,GlobalAir,Unknown,Cessna 510 Citation Mustang,10.0,False,9,3,10,0,VCE,4.755725190839694,Other
U2 7742,Departed,IsOperator,False,2025-10-09 08:35:00+00:00,2025-10-09 09:15:00+00:00,B08,OPO,Porto,pt,easyJet,U2,Airbus A320,40.0,False,8,3,10,0,OPO,13.863888888888889,Narrow-body
A3 851,Departed,IsOperator,False,2025-10-09 09:15:00+00:00,2025-10-09 09:15:00+00:00,A73,ATH,Athens,gr,Aegean,A3,Airbus A321,0.0,False,9,3,10,0,ATH,9.11860465116279,Narrow-body
EY 144,Departed,IsOperator,False,2025-10-09 09:15:00+00:00,2025-10-09 09:15:00+00:00,E19,AUH,Abu Dhabi,ae,Etihad,EY,Boeing 787-9,0.0,False,9,3,10,0,AUH,3.8177083333333335,Wide-body
HBJWC,Departed,IsOperator,False,2025-10-09 09:15:00+00:00,2025-10-09 09:15:00+00:00,Unknown,DJE,Houmt El Souk,tn,Unknown/Private owner,Unknown,Bombardier Cl-600 Challenger 600,0.0,False,9,3,10,0,DJE,9.25,Other
AF 1115,Departed,IsOperator,False,2025-10-09 09:20:00+00:00,2025-10-09 09:20:00+00:00,B43,CDG,Paris,fr,Air France,AF,Airbus A220-300,0.0,False,9,3,10,0,CDG,11.938775510204081,Narrow-body
EI 343,Departed,IsOperator,False,2025-10-09 09:15:00+00:00,2025-10-09 09:20:00+00:00,E62,DUB,Dublin,ie,Aer Lingus,EI,Airbus A320,5.0,False,9,3,10,0,DUB,9.088339222614842,Narrow-body
LH 1187,Departed,IsOperator,False,2025-10-09 09:20:00+00:00,2025-10-09 09:20:00+00:00,B01,FRA,Frankfurt-am-Main,de,Lufthansa,LH,Airbus A319,0.0,False,9,3,10,0,FRA,7.53932584269663,Narrow-body
LX 2066,Departed,IsOperator,False,2025-10-09 07:45:00+00:00,2025-10-09 09:22:00+00:00,B06,OPO,Porto,pt,SWISS,LX,Airbus A321 NEO,97.0,True,7,3,10,0,OPO,13.863888888888889,Narrow-body
SAZ 71,Departed,IsOperator,False,2025-10-09 09:22:00+00:00,2025-10-09 09:22:00+00:00,Unknown,Unknown,Unknown,Unknown,SAZ,Unknown,Bombardier Challenger 600,0.0,False,9,3,10,0,Unknown,1.31237721021611,Other
CYP 1351,Departed,IsOperator,False,2025-10-09 09:25:00+00:00,2025-10-09 09:25:00+00:00,Unknown,LCA,Larnarca,cy,CYP,Unknown,Airbus A320,0.0,False,9,3,10,0,LCA,8.384057971014492,Narrow-body
EW 6837,Departed,IsOperator,False,2025-10-09 09:25:00+00:00,2025-10-09 09:25:00+00:00,A74,PMI,Palma De Mallorca,es,Eurowings,EW,Airbus A320,0.0,False,9,3,10,0,PMI,10.341603053435115,Narrow-body
XXJ 1075,Departed,IsOperator,False,2025-10-09 09:25:00+00:00,2025-10-09 09:25:00+00:00,Unknown,ATH,Athens,gr,Unknown/Private owner,Unknown,Bombardier Learjet 60,0.0,False,9,3,10,0,ATH,9.11860465116279,Other
AA 93,Departed,IsOperator,False,2025-10-09 09:45:00+00:00,2025-10-09 09:40:00+00:00,E35,PHL,Philadelphia,us,American,AA,Boeing 787-9,-5.0,False,9,3,10,0,PHL,9.318181818181818,Wide-body
SQ 345,Departed,IsOperator,False,2025-10-09 09:45:00+00:00,2025-10-09 09:45:00+00:00,E56,SIN,Singapore,sg,Singapore,SQ,Boeing 777,0.0,False,9,3,10,0,SIN,6.890173410404624,Wide-body
OU 461,Departed,IsOperator,False,2025-10-09 09:45:00+00:00,2025-10-09 09:45:00+00:00,A55,ZAG,Zagreb,hr,Croatia,OU,De Havilland Canada DHC-8-400 Dash 8Q,0.0,False,9,3,10,0,ZAG,9.05056179775281,Regional
LX 2824,Departed,IsOperator,False,2025-10-09 09:40:00+00:00,2025-10-09 09:45:00+00:00,A51,GVA,Geneva,ch,SWISS,LX,Airbus A220-300,5.0,False,9,3,10,0,GVA,7.534985422740525,Narrow-body
VV 1074,Departed,IsOperator,False,2025-10-09 09:48:00+00:00,2025-10-09 09:48:00+00:00,Unknown,Unknown,Unknown,Unknown,Aerosvit Airlines,VV,Bombardier Learjet 60,0.0,False,9,3,10,0,Unknown,1.31237721021611,Other
FSE 1D,Departed,IsOperator,False,2025-10-09 09:49:00+00:00,2025-10-09 09:49:00+00:00,Unknown,Unknown,Unknown,Unknown,FSE,Unknown,Cessna 525 Citation M2,0.0,False,9,3,10,0,Unknown,1.31237721021611,Other
LX 456,Departed,IsOperator,False,2025-10-09 09:50:00+00:00,2025-10-09 09:50:00+00:00,D52,LCY,London,gb,SWISS,LX,Airbus A220-100,0.0,False,9,3,10,0,LCY,6.680981595092025,Narrow-body
CS 100,Departed,IsOperator,False,2025-10-09 09:30:00+00:00,2025-10-09 09:50:00+00:00,B04,PMI,Palma De Mallorca,es,Comlux Aruba,CS,Airbus A320,20.0,False,9,3,10,0,PMI,10.341603053435115,Narrow-body
UA 53,Departed,IsOperator,False,2025-10-09 09:55:00+00:00,2025-10-09 09:55:00+00:00,E47,IAD,Washington,us,United,UA,Boeing 767-300,0.0,False,9,3,10,0,IAD,12.69182389937107,Wide-body
WK 332,Departed,IsOperator,False,2025-10-09 09:55:00+00:00,2025-10-09 09:55:00+00:00,A86,CFU,Kerkyra Island,gr,Edelweiss Air,WK,Airbus A320,0.0,False,9,3,10,0,CFU,1.7391304347826086,Narrow-body
UX 1676,Departed,IsOperator,False,2025-10-09 09:10:00+00:00,2025-10-09 10:00:00+00:00,B33,MAD,Madrid,es,Air Europa,UX,Boeing 737-800,50.0,True,9,3,10,0,MAD,8.555555555555555,Narrow-body
LX 2142,Departed,IsOperator,False,2025-10-09 10:00:00+00:00,2025-10-09 10:00:00+00:00,A75,VLC,Valencia,es,SWISS,LX,Airbus A320,0.0,False,10,3,10,0,VLC,7.36734693877551,Narrow-body
LX 1222,Departed,IsOperator,False,2025-10-09 10:00:00+00:00,2025-10-09 10:00:00+00:00,A56,GOT,Goteborg,se,SWISS,LX,Embraer 195,0.0,False,10,3,10,0,GOT,7.036144578313253,Regional
IU 1EP,Departed,IsOperator,False,2025-10-09 10:03:00+00:00,2025-10-09 10:03:00+00:00,Unknown,PMI,Palma De Mallorca,es,SW Italia,IU,Airbus A320,0.0,False,10,3,10,0,PMI,10.341603053435115,Narrow-body
LX 1838,Departed,IsOperator,False,2025-10-09 10:05:00+00:00,2025-10-09 10:05:00+00:00,B09,ATH,Athens,gr,SWISS,LX,Airbus A320,0.0,False,10,3,10,0,ATH,9.11860465116279,Narrow-body
LX 1742,Departed,IsOperator,False,2025-10-09 10:00:00+00:00,2025-10-09 10:05:00+00:00,A81,PMO,Palermo,it,SWISS,LX,Airbus A321 NEO,5.0,False,10,3,10,0,PMO,6.2894736842105265,Narrow-body
XXE 1,Departed,IsOperator,False,2025-10-09 09:40:00+00:00,2025-10-09 10:10:00+00:00,Unknown,DUB,Dublin,ie,Unknown/Private owner,Unknown,Embraer Pheom 300,30.0,False,9,3,10,0,DUB,9.088339222614842,Regional
LX 238,Departed,IsOperator,False,2025-10-09 10:10:00+00:00,2025-10-09 10:10:00+00:00,D57,CAI,Cairo,eg,SWISS,LX,Airbus A320 NEO,0.0,False,10,3,10,0,CAI,13.387755102040817,Narrow-body
LX 1722,Departed,IsOperator,False,2025-10-09 10:05:00+00:00,2025-10-09 10:10:00+00:00,A83,BDS,Brindisi,it,SWISS,LX,Airbus A320,5.0,False,10,3,10,0,BDS,7.729166666666667,Narrow-body
N1 26QS,Departed,IsOperator,False,2025-10-09 10:12:00+00:00,2025-10-09 10:12:00+00:00,Unknown,Unknown,Unknown,Unknown,Unknown/Private owner,Unknown,Bombardier Global Express,0.0,False,10,3,10,0,Unknown,1.31237721021611,Other
KL 1920,Departed,IsOperator,False,2025-10-09 09:50:00+00:00,2025-10-09 10:15:00+00:00,B35,AMS,Amsterdam,nl,KLM,KL,Boeing 737-800,25.0,False,9,3,10,0,AMS,11.314754098360655,Narrow-body
LX 252,Departed,IsOperator,False,2025-10-09 09:55:00+00:00,2025-10-09 10:15:00+00:00,E53,TLV,Tel Aviv Yafo,il,SWISS,LX,Airbus A330,20.0,False,9,3,10,0,TLV,12.823275862068966,Wide-body
LX 332,Departed,IsOperator,False,2025-10-09 10:05:00+00:00,2025-10-09 10:15:00+00:00,D55,LHR,London,gb,SWISS,LX,Airbus A220-300,10.0,False,10,3,10,0,LHR,6.634457611668186,Narrow-body
LX 1710,Departed,IsOperator,False,2025-10-09 10:20:00+00:00,2025-10-09 10:20:00+00:00,A72,NAP,Nápoli,it,SWISS,LX,Airbus A320 NEO,0.0,False,10,3,10,0,NAP,8.4125,Narrow-body
LX 1348,Departed,IsOperator,False,2025-10-09 10:15:00+00:00,2025-10-09 10:20:00+00:00,B07,WAW,Warsaw,pl,SWISS,LX,Embraer 190,5.0,False,10,3,10,0,WAW,9.523690773067331,Regional
LX 146,Departed,IsOperator,False,2025-10-09 10:10:00+00:00,2025-10-09 10:20:00+00:00,E67,DEL,New Delhi,in,SWISS,LX,Airbus A330,10.0,False,10,3,10,0,DEL,23.496402877697843,Wide-body
IB 628,Departed,IsOperator,False,2025-10-09 09:50:00+00:00,2025-10-09 10:20:00+00:00,B31,MAD,Madrid,es,Iberia,IB,Airbus A320,30.0,False,9,3,10,0,MAD,8.555555555555555,Narrow-body
DE 1162,Departed,IsOperator,False,2025-10-09 09:50:00+00:00,2025-10-09 10:21:00+00:00,A85,PMI,Palma De Mallorca,es,Condor,DE,Airbus A321 NEO,31.0,False,9,3,10,0,PMI,10.341603053435115,Narrow-body
PC 948,Departed,IsOperator,False,2025-10-09 09:35:00+00:00,2025-10-09 10:25:00+00:00,D53,SAW,Istanbul,tr,Pegasus,PC,Airbus A321 NEO,50.0,True,9,3,10,0,SAW,19.242105263157896,Narrow-body
LX 2254,Departed,IsOperator,False,2025-10-09 10:25:00+00:00,2025-10-09 10:25:00+00:00,B08,BUD,Budapest,hu,SWISS,LX,Embraer 190,0.0,False,10,3,10,0,BUD,6.648648648648648,Regional
LX 2156,Departed,IsOperator,False,2025-10-09 10:10:00+00:00,2025-10-09 10:25:00+00:00,B02,PMI,Palma De Mallorca,es,SWISS,LX,Airbus A321,15.0,False,10,3,10,0,PMI,10.341603053435115,Narrow-body
FCA 1MA,Departed,IsOperator,False,2025-10-09 10:25:00+00:00,2025-10-09 10:25:00+00:00,Unknown,DUB,Dublin,ie,FCA,Unknown,Embraer Phenom 300,0.0,False,10,3,10,0,DUB,9.088339222614842,Regional
LX 1416,Departed,IsOperator,False,2025-10-09 10:15:00+00:00,2025-10-09 10:30:00+00:00,D51,BEG,Belgrade,rs,SWISS,LX,Airbus A220-300,15.0,False,10,3,10,0,BEG,10.236607142857142,Narrow-body
WK 438,Departed,IsOperator,False,2025-10-09 10:15:00+00:00,2025-10-09 10:30:00+00:00,A53,SPU,Split,hr,Edelweiss Air,WK,Airbus A220-300,15.0,False,10,3,10,0,SPU,6.684210526315789,Narrow-body
LX 1270,Departed,IsOperator,False,2025-10-09 10:30:00+00:00,2025-10-09 10:30:00+00:00,A82,CPH,Copenhagen,dk,SWISS,LX,Airbus A320,0.0,False,10,3,10,0,CPH,6.48469387755102,Narrow-body
LX 242,Departed,IsOperator,False,2025-10-09 10:30:00+00:00,2025-10-09 10:30:00+00:00,D23,DXB,Dubai,ae,SWISS,LX,Airbus A330,0.0,False,10,3,10,0,DXB,9.906976744186046,Wide-body
LX 1250,Departed,IsOperator,False,2025-10-09 10:20:00+00:00,2025-10-09 10:30:00+00:00,A84,ARN,Stockholm,se,SWISS,LX,Airbus A320 NEO,10.0,False,10,3,10,0,ARN,9.477031802120141,Narrow-body
LX 1056,Departed,IsOperator,False,2025-10-09 10:35:00+00:00,2025-10-09 10:35:00+00:00,B05,HAM,Hamburg,de,SWISS,LX,Airbus A320,0.0,False,10,3,10,0,HAM,6.9766355140186915,Narrow-body
LX 568,Departed,IsOperator,False,2025-10-09 10:35:00+00:00,2025-10-09 10:35:00+00:00,A52,NCE,Nice,fr,SWISS,LX,Airbus A220-300,0.0,False,10,3,10,0,NCE,5.177177177177177,Narrow-body
LX 1888,Departed,IsOperator,False,2025-10-09 10:00:00+00:00,2025-10-09 10:40:00+00:00,A74,OTP,Bucharest,ro,SWISS,LX,Airbus A220-300,40.0,False,10,3,10,0,OTP,11.805405405405406,Narrow-body
LX 816,Departed,IsOperator,False,2025-10-09 10:40:00+00:00,2025-10-09 10:40:00+00:00,B03,HAJ,Hanover,de,SWISS,LX,Embraer 190,0.0,False,10,3,10,0,HAJ,8.979057591623036,Regional
LX 1578,Departed,IsOperator,False,2025-10-09 10:25:00+00:00,2025-10-09 10:40:00+00:00,A57,VIE,Vienna,at,SWISS,LX,Embraer 195,15.0,False,10,3,10,0,VIE,6.910039113428944,Regional
LX 966,Departed,IsOperator,False,2025-10-09 10:40:00+00:00,2025-10-09 10:45:00+00:00,B06,BER,Berlin,de,SWISS,LX,Airbus A320 NEO,5.0,False,10,3,10,0,BER,7.192926045016077,Narrow-body
LX 1372,Departed,IsOperator,False,2025-10-09 10:25:00+00:00,2025-10-09 10:45:00+00:00,A66,KRK,Kraków,pl,SWISS,LX,Embraer 195,20.0,False,10,3,10,0,KRK,6.532258064516129,Regional
LX 1018,Departed,IsOperator,False,2025-10-09 10:45:00+00:00,2025-10-09 10:50:00+00:00,A51,DUS,Düsseldorf,de,SWISS,LX,Embraer 190,5.0,False,10,3,10,0,DUS,7.166666666666667,Regional
LX 86,Departed,IsOperator,False,2025-10-09 10:40:00+00:00,2025-10-09 10:50:00+00:00,E43,YUL,Montreal,ca,SWISS,LX,Airbus A330,10.0,False,10,3,10,0,YUL,15.488372093023257,Wide-body
LX 1486,Departed,IsOperator,False,2025-10-09 10:45:00+00:00,2025-10-09 10:50:00+00:00,A71,PRG,Prague,cz,SWISS,LX,Airbus A220-100,5.0,False,10,3,10,0,PRG,8.132432432432433,Narrow-body
LX 2084,Departed,IsOperator,False,2025-10-09 10:50:00+00:00,2025-10-09 10:50:00+00:00,B39,LIS,Lisbon,pt,SWISS,LX,Airbus A321 NEO,0.0,False,10,3,10,0,LIS,17.059063136456214,Narrow-body
LY 348,Departed,IsOperator,False,2025-10-09 10:30:00+00:00,2025-10-09 10:50:00+00:00,E58,TLV,Tel Aviv Yafo,il,El Al,LY,Boeing 737,20.0,False,10,3,10,0,TLV,12.823275862068966,Narrow-body
LX 552,Departed,IsOperator,False,2025-10-09 10:35:00+00:00,2025-10-09 10:55:00+00:00,B01,BOD,Bordeaux/Mérignac,fr,SWISS,LX,Embraer 195,20.0,False,10,3,10,0,BOD,8.035714285714286,Regional
LX 638,Departed,IsOperator,False,2025-10-09 10:45:00+00:00,2025-10-09 10:55:00+00:00,B04,CDG,Paris,fr,SWISS,LX,Airbus A220-300,10.0,False,10,3,10,0,CDG,11.938775510204081,Narrow-body
LX 1674,Departed,IsOperator,False,2025-10-09 10:55:00+00:00,2025-10-09 11:00:00+00:00,A55,FLR,Firenze,it,SWISS,LX,Embraer 195,5.0,False,10,3,10,0,FLR,6.98936170212766,Regional
LX 780,Departed,IsOperator,False,2025-10-09 10:55:00+00:00,2025-10-09 11:00:00+00:00,A56,BRU,Brussels,be,SWISS,LX,Embraer 190,5.0,False,10,3,10,0,BRU,8.1625,Regional
LX 1662,Departed,IsOperator,False,2025-10-09 10:55:00+00:00,2025-10-09 11:00:00+00:00,B02,VCE,Venice,it,SWISS,LX,Airbus A220-300,5.0,False,10,3,10,0,VCE,4.755725190839694,Narrow-body
LX 54,Departed,IsOperator,False,2025-10-09 10:55:00+00:00,2025-10-09 11:00:00+00:00,E46,BOS,Boston,us,SWISS,LX,Airbus A330,5.0,False,10,3,10,0,BOS,14.281818181818181,Wide-body
LX 2806,Departed,IsOperator,False,2025-10-09 11:00:00+00:00,2025-10-09 11:00:00+00:00,A54,GVA,Geneva,ch,SWISS,LX,Airbus A220-100,0.0,False,11,3,10,0,GVA,7.534985422740525,Narrow-body
LX 1168,Departed,IsOperator,False,2025-10-09 11:00:00+00:00,2025-10-09 11:00:00+00:00,B07,STR,Stuttgart,de,SWISS,LX,Embraer 190,0.0,False,11,3,10,0,STR,5.4523809523809526,Regional
LX 1072,Departed,IsOperator,False,2025-10-09 10:50:00+00:00,2025-10-09 11:05:00+00:00,B09,FRA,Frankfurt-am-Main,de,SWISS,LX,Embraer 190,15.0,False,10,3,10,0,FRA,7.53932584269663,Regional
BA 713,Departed,IsOperator,False,2025-10-09 11:10:00+00:00,2025-10-09 11:07:00+00:00,E64,LHR,London,gb,British,BA,Airbus A320,-3.0,False,11,3,10,0,LHR,6.634457611668186,Narrow-body
LX 72,Departed,IsOperator,False,2025-10-09 10:50:00+00:00,2025-10-09 11:10:00+00:00,D25,IAD,Washington,us,SWISS,LX,Airbus A330,20.0,False,10,3,10,0,IAD,12.69182389937107,Wide-body
LX 1736,Departed,IsOperator,False,2025-10-09 10:45:00+00:00,2025-10-09 11:10:00+00:00,A73,FCO,Rome,it,SWISS,LX,Airbus A220-300,25.0,False,10,3,10,0,FCO,4.507547169811321,Narrow-body
LX 1628,Departed,IsOperator,False,2025-10-09 11:05:00+00:00,2025-10-09 11:15:00+00:00,A53,MXP,Milan,it,SWISS,LX,Embraer 190,10.0,False,11,3,10,0,MXP,5.628440366972477,Regional
LX 1104,Departed,IsOperator,False,2025-10-09 11:15:00+00:00,2025-10-09 11:15:00+00:00,A57,MUC,Munich,de,SWISS,LX,Embraer 190,0.0,False,11,3,10,0,MUC,8.583617747440274,Regional
LX 64,Departed,IsOperator,False,2025-10-09 11:05:00+00:00,2025-10-09 11:15:00+00:00,E22,MIA,Miami,us,SWISS,LX,Boeing 777,10.0,False,11,3,10,0,MIA,16.253424657534246,Wide-body
AC 881,Departed,IsOperator,False,2025-10-09 11:25:00+00:00,2025-10-09 11:15:00+00:00,E34,YYZ,Toronto,ca,Air Canada,AC,Boeing 777-200,-10.0,False,11,3,10,0,YYZ,12.20388349514563,Wide-body
NJE 866,Departed,IsOperator,False,2025-10-09 11:30:00+00:00,2025-10-09 11:20:00+00:00,Unknown,PSA,Pisa,it,NetJets Europe,Unknown,Dassault Falcon,-10.0,False,11,3,10,0,PSA,1.5217391304347827,Other
LX 8,Departed,IsOperator,False,2025-10-09 11:05:00+00:00,2025-10-09 11:20:00+00:00,E23,ORD,Chicago,us,SWISS,LX,Boeing 777,15.0,False,11,3,10,0,ORD,15.425287356321839,Wide-body
LX 40,Departed,IsOperator,False,2025-10-09 11:05:00+00:00,2025-10-09 11:20:00+00:00,E52,LAX,Los Angeles,us,SWISS,LX,Boeing 777,15.0,False,11,3,10,0,LAX,31.166666666666668,Wide-body
OS 556,Departed,IsOperator,False,2025-10-09 11:20:00+00:00,2025-10-09 11:20:00+00:00,A86,VIE,Vienna,at,Austrian,OS,Airbus A320,0.0,False,11,3,10,0,VIE,6.910039113428944,Narrow-body
LX 1954,Departed,IsOperator,False,2025-10-09 10:20:00+00:00,2025-10-09 11:20:00+00:00,A67,BCN,Barcelona,es,SWISS,LX,Airbus A321 NEO,60.0,True,10,3,10,0,BCN,9.162921348314606,Narrow-body
LX 38,Departed,IsOperator,False,2025-10-09 11:10:00+00:00,2025-10-09 11:25:00+00:00,E26,SFO,San Francisco,us,SWISS,LX,Boeing 777,15.0,False,11,3,10,0,SFO,13.117117117117116,Wide-body
DL 53,Departed,IsOperator,False,2025-10-09 11:35:00+00:00,2025-10-09 11:25:00+00:00,E27,JFK,New York,us,Delta Air Lines,DL,Boeing 767-300,-10.0,False,11,3,10,0,JFK,8.972868217054264,Wide-body
WK 10,Departed,IsOperator,False,2025-10-09 11:25:00+00:00,2025-10-09 11:25:00+00:00,E57,YVR,Vancouver,ca,Edelweiss Air,WK,Airbus A350-900,0.0,False,11,3,10,0,YVR,26.35,Wide-body
WK 246,Departed,IsOperator,False,2025-10-09 11:35:00+00:00,2025-10-09 11:30:00+00:00,A81,PMI,Palma De Mallorca,es,Edelweiss Air,WK,Airbus A320 NEO,-5.0,False,11,3,10,0,PMI,10.341603053435115,Narrow-body
LX 14,Departed,IsOperator,False,2025-10-09 11:15:00+00:00,2025-10-09 11:30:00+00:00,E19,JFK,New York,us,SWISS,LX,Airbus A330,15.0,False,11,3,10,0,JFK,8.972868217054264,Wide-body
LX 188,Departed,IsOperator,False,2025-10-09 11:20:00+00:00,2025-10-09 11:30:00+00:00,E35,PVG,Shanghai,cn,SWISS,LX,Airbus A340,10.0,False,11,3,10,0,PVG,15.960526315789474,Wide-body
WK 214,Departed,IsOperator,False,2025-10-09 11:10:00+00:00,2025-10-09 11:30:00+00:00,B33,TFS,Tenerife Island,es,Edelweiss Air,WK,Airbus A320,20.0,False,11,3,10,0,TFS,8.701754385964913,Narrow-body
WK 200,Departed,IsOperator,False,2025-10-09 11:25:00+00:00,2025-10-09 11:30:00+00:00,B08,LPA,Gran Canaria Island,es,Edelweiss Air,WK,Airbus A320,5.0,False,11,3,10,0,LPA,6.333333333333333,Narrow-body
TG 971,Departed,IsOperator,False,2025-10-09 11:30:00+00:00,2025-10-09 11:35:00+00:00,E47,BKK,Bangkok,th,Thai  International,TG,Boeing 777,5.0,False,11,3,10,0,BKK,10.163742690058479,Wide-body
TP 931,Departed,IsOperator,False,2025-10-09 11:15:00+00:00,2025-10-09 11:35:00+00:00,B35,LIS,Lisbon,pt,TAP Air Portugal,TP,Airbus A321 NEO,20.0,False,11,3,10,0,LIS,17.059063136456214,Narrow-body
UA 45,Departed,IsOperator,False,2025-10-09 11:35:00+00:00,2025-10-09 11:35:00+00:00,E42,SFO,San Francisco,us,United,UA,Boeing 777-200,0.0,False,11,3,10,0,SFO,13.117117117117116,Wide-body
LX 968,Departed,IsOperator,False,2025-10-09 11:35:00+00:00,2025-10-09 11:35:00+00:00,A52,BER,Berlin,de,SWISS,LX,Embraer 195,0.0,False,11,3,10,0,BER,7.192926045016077,Regional
LX 2114,Departed,IsOperator,False,2025-10-09 11:10:00+00:00,2025-10-09 11:40:00+00:00,A72,AGP,Málaga,es,SWISS,LX,Airbus A321 (Sharklets),30.0,False,11,3,10,0,AGP,10.074906367041198,Narrow-body
XR 2201,Departed,IsOperator,False,2025-10-09 11:40:00+00:00,2025-10-09 11:40:00+00:00,A83,HER,Heraklion,gr,Corendon  Europe,XR,Airbus A320,0.0,False,11,3,10,0,HER,5.581081081081081,Narrow-body
LX 728,Departed,IsOperator,False,2025-10-09 10:30:00+00:00,2025-10-09 11:40:00+00:00,B10,AMS,Amsterdam,nl,SWISS,LX,Airbus A220-300,70.0,True,10,3,10,0,AMS,11.314754098360655,Narrow-body
WK 24,Departed,IsOperator,False,2025-10-09 10:25:00+00:00,2025-10-09 11:45:00+00:00,D43,CUN,Cancún,mx,Edelweiss Air,WK,Airbus A340,80.0,True,10,3,10,0,CUN,24.5,Wide-body
WK 212,Departed,IsOperator,False,2025-10-09 11:45:00+00:00,2025-10-09 11:50:00+00:00,A75,FUE,Fuerteventura Island,es,Edelweiss Air,WK,Airbus A320 (Sharklets),5.0,False,11,3,10,0,FUE,4.186046511627907,Narrow-body
VF 54,Departed,IsOperator,False,2025-10-09 09:30:00+00:00,2025-10-09 11:55:00+00:00,E62,SAW,Istanbul,tr,AJet,VF,Airbus A321,145.0,True,9,3,10,0,SAW,19.242105263157896,Narrow-body
WK 228,Departed,IsOperator,False,2025-10-09 11:55:00+00:00,2025-10-09 11:55:00+00:00,A82,ACE,Lanzarote Island,es,Edelweiss Air,WK,Airbus A320,0.0,False,11,3,10,0,ACE,9.533333333333333,Narrow-body
CX 382,Departed,IsOperator,False,2025-10-09 11:30:00+00:00,2025-10-09 12:00:00+00:00,E56,HKG,Hong Kong,hk,Cathay Pacific,CX,Airbus A350,30.0,False,11,3,10,0,HKG,10.402234636871508,Wide-body
FJO 62,Departed,IsOperator,False,2025-10-09 12:00:00+00:00,2025-10-09 12:00:00+00:00,Unknown,BRN,Berne,ch,Unknown/Private owner,Unknown,Bombardier Challenger 300,0.0,False,12,3,10,0,BRN,0.5135135135135135,Other
XXJ 1,Departed,IsOperator,False,2025-10-09 12:00:00+00:00,2025-10-09 12:00:00+00:00,Unknown,JER,St Helier,je,Unknown/Private owner,Unknown,Pilatus Pc-24,0.0,False,12,3,10,0,JER,-15.0,Other
TK 1208,Departed,IsOperator,False,2025-10-09 11:40:00+00:00,2025-10-09 12:00:00+00:00,D31,IST,Istanbul,tr,Turkish,TK,Boeing 737-800,20.0,False,11,3,10,0,IST,12.96,Narrow-body
SK 842,Departed,IsOperator,False,2025-10-09 12:00:00+00:00,2025-10-09 12:04:00+00:00,B39,OSL,Oslo,no,SAS,SK,Airbus A320 NEO,4.0,False,12,3,10,0,OSL,6.579787234042553,Narrow-body
FI 569,Departed,IsOperator,False,2025-10-09 12:00:00+00:00,2025-10-09 12:05:00+00:00,B38,KEF,Reykjavik,is,Icelandair,FI,Boeing 757-200,5.0,False,12,3,10,0,KEF,14.635294117647058,Other
WK 346,Departed,IsOperator,False,2025-10-09 12:05:00+00:00,2025-10-09 12:05:00+00:00,A85,RHO,Rodes Island,gr,Edelweiss Air,WK,Airbus A320,0.0,False,12,3,10,0,RHO,4.0,Narrow-body
DE 1236,Departed,IsOperator,False,2025-10-09 12:15:00+00:00,2025-10-09 12:15:00+00:00,A74,KGS,Kos Island,gr,Condor,DE,Airbus A320,0.0,False,12,3,10,0,KGS,3.0,Narrow-body
WK 2,Departed,IsOperator,False,2025-10-09 12:05:00+00:00,2025-10-09 12:20:00+00:00,E53,LAS,Las Vegas,us,Edelweiss Air,WK,Airbus A350-900,15.0,False,12,3,10,0,LAS,15.416666666666666,Wide-body
KL 1922,Departed,IsOperator,False,2025-10-09 12:20:00+00:00,2025-10-09 12:30:00+00:00,A67,AMS,Amsterdam,nl,KLM,KL,Embraer 190,10.0,False,12,3,10,0,AMS,11.314754098360655,Regional
VIP 1,Departed,IsOperator,False,2025-10-09 12:37:00+00:00,2025-10-09 12:37:00+00:00,Unknown,Unknown,Unknown,Unknown,VIP,Unknown,Pilatus PC-24,0.0,False,12,3,10,0,Unknown,1.31237721021611,Other
IB 630,Departed,IsOperator,False,2025-10-09 12:45:00+00:00,2025-10-09 12:45:00+00:00,B35,MAD,Madrid,es,Iberia,IB,Airbus A320 (Sharklets),0.0,False,12,3,10,0,MAD,8.555555555555555,Narrow-body
AF 1615,Departed,IsOperator,False,2025-10-09 12:50:00+00:00,2025-10-09 12:50:00+00:00,A73,CDG,Paris,fr,Air France,AF,Airbus A220-300,0.0,False,12,3,10,0,CDG,11.938775510204081,Narrow-body
SK 604,Departed,IsOperator,False,2025-10-09 12:50:00+00:00,2025-10-09 12:50:00+00:00,A71,CPH,Copenhagen,dk,SAS,SK,Canadair CRJ 900,0.0,False,12,3,10,0,CPH,6.48469387755102,Regional
NJE 572,Departed,IsOperator,False,2025-10-09 13:00:00+00:00,2025-10-09 12:50:00+00:00,Unknown,GRQ,Groningen,nl,NetJets Europe,Unknown,Embraer Pheom 300,-10.0,False,13,3,10,0,GRQ,-6.0,Regional
